customerName,contactFirstName,contactLastName,phone,addressLine1,addressLine2,city,state,postalCode,country,orderDate,status,productCode,quantityOrdered,priceEach,productName,productDescription,quantityInStock,buyPrice,categoryDescription
"Diecast Collectables",Valarie,Franco,6175552555,"6251 Ingle Ln.",NULL,Boston,MA,51003,USA,2003-12-09,Shipped,S32_1268,49,84.75,"1980’s GM Manhattan Express","This 1980’s era new look Manhattan express is still active, running from the Bronx to mid-town Manhattan. Has 35 opeining windows and working lights. Needs a battery.",5099,53.93,"The Truck and Bus models are realistic replicas of buses and specialized trucks produced from the early 1920s to present. The models range in size from 1:12 to 1:50 scale and include numerous limited edition and several out-of-production vehicles. Materials used include tin, diecast and plastic. All models include a certificate of authenticity from their manufacturers and are a perfect ornament for the home and office."
"Diecast Collectables",Valarie,Franco,6175552555,"6251 Ingle Ln.",NULL,Boston,MA,51003,USA,2003-12-09,Shipped,S32_2509,27,51.95,"1954 Greyhound Scenicruiser","Model features bi-level seating, 50 windows, skylights & glare resistant glass, working steering system, original logos",2874,25.98,"The Truck and Bus models are realistic replicas of buses and specialized trucks produced from the early 1920s to present. The models range in size from 1:12 to 1:50 scale and include numerous limited edition and several out-of-production vehicles. Materials used include tin, diecast and plastic. All models include a certificate of authenticity from their manufacturers and are a perfect ornament for the home and office."
"Diecast Collectables",Valarie,Franco,6175552555,"6251 Ingle Ln.",NULL,Boston,MA,51003,USA,2003-12-09,Shipped,S32_3207,45,55.3,"1950's Chicago Surface Lines Streetcar","This streetcar is a joy to see. It has 80 separate windows, electric wire guides, detailed interiors with seats, poles and drivers controls, rolling and turning wheel assemblies, plus authentic factory baked-enamel finishes (Green Hornet for Chicago and Cream and Crimson for Boston).",8601,26.72,"Model trains are a rewarding hobby for enthusiasts of all ages. Whether you're looking for collectible wooden trains, electric streetcars or locomotives, you'll find a number of great choices for any budget within this category. The interactive aspect of trains makes toy trains perfect for young children. The wooden train sets are ideal for children under the age of 5."
"Diecast Collectables",Valarie,Franco,6175552555,"6251 Ingle Ln.",NULL,Boston,MA,51003,USA,2003-12-09,Shipped,S50_1392,28,106.49,"Diamond T620 Semi-Skirted Tanker","This limited edition model is licensed and perfectly scaled for Lionel Trains. The Diamond T620 has been produced in solid precision diecast and painted with a fire baked enamel finish. It comes with a removable tanker and is a perfect model to add authenticity to your static train or car layout or to just have on display.",1016,68.29,"The Truck and Bus models are realistic replicas of buses and specialized trucks produced from the early 1920s to present. The models range in size from 1:12 to 1:50 scale and include numerous limited edition and several out-of-production vehicles. Materials used include tin, diecast and plastic. All models include a certificate of authenticity from their manufacturers and are a perfect ornament for the home and office."
"Diecast Collectables",Valarie,Franco,6175552555,"6251 Ingle Ln.",NULL,Boston,MA,51003,USA,2004-04-26,Shipped,S18_2325,47,111.87,"1932 Model A Ford J-Coupe","This model features grille-mounted chrome horn, lift-up louvered hood, fold-down rumble seat, working steering system, chrome-covered spare, opening doors, detailed and wired engine",9354,58.48,"Our Vintage Car models realistically portray automobiles produced from the early 1900s through the 1940s. Materials used include Bakelite, diecast, plastic and wood. Most of the replicas are in the 1:18 and 1:24 scale sizes, which provide the optimum in detail and accuracy. Prices range from $30.00 up to $180.00 for some special limited edition replicas. All models include a certificate of authenticity from their manufacturers and come fully assembled and ready for display in the home or office."
"Diecast Collectables",Valarie,Franco,6175552555,"6251 Ingle Ln.",NULL,Boston,MA,51003,USA,2004-04-26,Shipped,S24_1937,33,30.87,"1939 Chevrolet Deluxe Coupe","This 1:24 scale die-cast replica of the 1939 Chevrolet Deluxe Coupe has the same classy look as the original. Features opening trunk, hood and doors and a showroom quality baked enamel finish.",7332,22.57,"Our Vintage Car models realistically portray automobiles produced from the early 1900s through the 1940s. Materials used include Bakelite, diecast, plastic and wood. Most of the replicas are in the 1:18 and 1:24 scale sizes, which provide the optimum in detail and accuracy. Prices range from $30.00 up to $180.00 for some special limited edition replicas. All models include a certificate of authenticity from their manufacturers and come fully assembled and ready for display in the home or office."
"Kelly's Gift Shop",Tony,Snowden,"+64 9 5555500","Arenales 1938 3'A'",NULL,"Auckland  ",NULL,NULL,"New Zealand",2003-07-07,Shipped,S18_1749,33,149.6,"1917 Grand Touring Sedan","This 1:18 scale replica of the 1917 Grand Touring car has all the features you would expect from museum quality reproductions: all four doors and bi-fold hood opening, detailed engine and instrument panel, chrome-look trim, and tufted upholstery, all topped off with a factory baked-enamel finish.",2724,86.7,"Our Vintage Car models realistically portray automobiles produced from the early 1900s through the 1940s. Materials used include Bakelite, diecast, plastic and wood. Most of the replicas are in the 1:18 and 1:24 scale sizes, which provide the optimum in detail and accuracy. Prices range from $30.00 up to $180.00 for some special limited edition replicas. All models include a certificate of authenticity from their manufacturers and come fully assembled and ready for display in the home or office."
"Kelly's Gift Shop",Tony,Snowden,"+64 9 5555500","Arenales 1938 3'A'",NULL,"Auckland  ",NULL,NULL,"New Zealand",2003-07-07,Shipped,S18_2248,22,51.46,"1911 Ford Town Car","Features opening hood, opening doors, opening trunk, wide white wall tires, front door arm rests, working steering system.",540,33.3,"Our Vintage Car models realistically portray automobiles produced from the early 1900s through the 1940s. Materials used include Bakelite, diecast, plastic and wood. Most of the replicas are in the 1:18 and 1:24 scale sizes, which provide the optimum in detail and accuracy. Prices range from $30.00 up to $180.00 for some special limited edition replicas. All models include a certificate of authenticity from their manufacturers and come fully assembled and ready for display in the home or office."
"Kelly's Gift Shop",Tony,Snowden,"+64 9 5555500","Arenales 1938 3'A'",NULL,"Auckland  ",NULL,NULL,"New Zealand",2003-07-07,Shipped,S18_2325,38,114.42,"1932 Model A Ford J-Coupe","This model features grille-mounted chrome horn, lift-up louvered hood, fold-down rumble seat, working steering system, chrome-covered spare, opening doors, detailed and wired engine",9354,58.48,"Our Vintage Car models realistically portray automobiles produced from the early 1900s through the 1940s. Materials used include Bakelite, diecast, plastic and wood. Most of the replicas are in the 1:18 and 1:24 scale sizes, which provide the optimum in detail and accuracy. Prices range from $30.00 up to $180.00 for some special limited edition replicas. All models include a certificate of authenticity from their manufacturers and come fully assembled and ready for display in the home or office."
"Kelly's Gift Shop",Tony,Snowden,"+64 9 5555500","Arenales 1938 3'A'",NULL,"Auckland  ",NULL,NULL,"New Zealand",2003-07-07,Shipped,S18_4409,47,79.15,"1932 Alfa Romeo 8C2300 Spider Sport","This 1:18 scale precision die cast replica features the 6 front headlights of the original, plus a detailed version of the 142 horsepower straight 8 engine, dual spares and their famous comprehensive dashboard. Color black.",6553,43.26,"Our Vintage Car models realistically portray automobiles produced from the early 1900s through the 1940s. Materials used include Bakelite, diecast, plastic and wood. Most of the replicas are in the 1:18 and 1:24 scale sizes, which provide the optimum in detail and accuracy. Prices range from $30.00 up to $180.00 for some special limited edition replicas. All models include a certificate of authenticity from their manufacturers and come fully assembled and ready for display in the home or office."
"Kelly's Gift Shop",Tony,Snowden,"+64 9 5555500","Arenales 1938 3'A'",NULL,"Auckland  ",NULL,NULL,"New Zealand",2003-07-07,Shipped,S18_4933,23,64.86,"1957 Ford Thunderbird","This 1:18 scale precision die-cast replica, with its optional porthole hardtop and factory baked-enamel Thunderbird Bronze finish, is a 100% accurate rendition of this American classic.",3209,34.21,"Attention car enthusiasts: Make your wildest car ownership dreams come true. Whether you are looking for classic muscle cars, dream sports cars or movie-inspired miniatures, you will find great choices in this category. These replicas feature superb attention to detail and craftsmanship and offer features such as working steering system, opening forward compartment, opening rear trunk with removable spare wheel, 4-wheel independent spring suspension, and so on. The models range in size from 1:10 to 1:24 scale and include numerous limited edition and several out-of-production vehicles. All models include a certificate of authenticity from their manufacturers and come fully assembled and ready for display in the home or office."
"Kelly's Gift Shop",Tony,Snowden,"+64 9 5555500","Arenales 1938 3'A'",NULL,"Auckland  ",NULL,NULL,"New Zealand",2003-07-07,Shipped,S24_1046,45,59.53,"1970 Chevy Chevelle SS 454","This model features rotating wheels, working streering system and opening doors. All parts are particularly delicate due to their precise scale and require special care and attention. It should not be picked up by the doors, roof, hood or trunk.",1005,49.24,"Attention car enthusiasts: Make your wildest car ownership dreams come true. Whether you are looking for classic muscle cars, dream sports cars or movie-inspired miniatures, you will find great choices in this category. These replicas feature superb attention to detail and craftsmanship and offer features such as working steering system, opening forward compartment, opening rear trunk with removable spare wheel, 4-wheel independent spring suspension, and so on. The models range in size from 1:10 to 1:24 scale and include numerous limited edition and several out-of-production vehicles. All models include a certificate of authenticity from their manufacturers and come fully assembled and ready for display in the home or office."
"Kelly's Gift Shop",Tony,Snowden,"+64 9 5555500","Arenales 1938 3'A'",NULL,"Auckland  ",NULL,NULL,"New Zealand",2003-07-07,Shipped,S24_1937,22,33.19,"1939 Chevrolet Deluxe Coupe","This 1:24 scale die-cast replica of the 1939 Chevrolet Deluxe Coupe has the same classy look as the original. Features opening trunk, hood and doors and a showroom quality baked enamel finish.",7332,22.57,"Our Vintage Car models realistically portray automobiles produced from the early 1900s through the 1940s. Materials used include Bakelite, diecast, plastic and wood. Most of the replicas are in the 1:18 and 1:24 scale sizes, which provide the optimum in detail and accuracy. Prices range from $30.00 up to $180.00 for some special limited edition replicas. All models include a certificate of authenticity from their manufacturers and come fully assembled and ready for display in the home or office."
"Kelly's Gift Shop",Tony,Snowden,"+64 9 5555500","Arenales 1938 3'A'",NULL,"Auckland  ",NULL,NULL,"New Zealand",2003-07-07,Shipped,S24_2022,33,38.53,"1938 Cadillac V-16 Presidential Limousine","This 1:24 scale precision die cast replica of the 1938 Cadillac V-16 Presidential Limousine has all the details of the original, from the flags on the front to an opening back seat compartment complete with telephone and rifle. Features factory baked-enamel black finish, hood goddess ornament, working jump seats.",2847,20.61,"Our Vintage Car models realistically portray automobiles produced from the early 1900s through the 1940s. Materials used include Bakelite, diecast, plastic and wood. Most of the replicas are in the 1:18 and 1:24 scale sizes, which provide the optimum in detail and accuracy. Prices range from $30.00 up to $180.00 for some special limited edition replicas. All models include a certificate of authenticity from their manufacturers and come fully assembled and ready for display in the home or office."
"Kelly's Gift Shop",Tony,Snowden,"+64 9 5555500","Arenales 1938 3'A'",NULL,"Auckland  ",NULL,NULL,"New Zealand",2003-07-07,Shipped,S24_2766,28,73.6,"1949 Jaguar XK 120","Precision-engineered from original Jaguar specification in perfect scale ratio. Features opening doors, superb detail and craftsmanship, working steering system, opening forward compartment, opening rear trunk with removable spare, 4 wheel independent spring suspension as well as factory baked enamel finish.",2350,47.25,"Attention car enthusiasts: Make your wildest car ownership dreams come true. Whether you are looking for classic muscle cars, dream sports cars or movie-inspired miniatures, you will find great choices in this category. These replicas feature superb attention to detail and craftsmanship and offer features such as working steering system, opening forward compartment, opening rear trunk with removable spare wheel, 4-wheel independent spring suspension, and so on. The models range in size from 1:10 to 1:24 scale and include numerous limited edition and several out-of-production vehicles. All models include a certificate of authenticity from their manufacturers and come fully assembled and ready for display in the home or office."
"Kelly's Gift Shop",Tony,Snowden,"+64 9 5555500","Arenales 1938 3'A'",NULL,"Auckland  ",NULL,NULL,"New Zealand",2003-07-07,Shipped,S24_2887,30,96.3,"1952 Citroen-15CV","Precision crafted hand-assembled 1:18 scale reproduction of the 1952 15CV, with its independent spring suspension, working steering system, opening doors and hood, detailed engine and instrument panel, all topped of with a factory fresh baked enamel finish.",1452,72.82,"Attention car enthusiasts: Make your wildest car ownership dreams come true. Whether you are looking for classic muscle cars, dream sports cars or movie-inspired miniatures, you will find great choices in this category. These replicas feature superb attention to detail and craftsmanship and offer features such as working steering system, opening forward compartment, opening rear trunk with removable spare wheel, 4-wheel independent spring suspension, and so on. The models range in size from 1:10 to 1:24 scale and include numerous limited edition and several out-of-production vehicles. All models include a certificate of authenticity from their manufacturers and come fully assembled and ready for display in the home or office."
"Kelly's Gift Shop",Tony,Snowden,"+64 9 5555500","Arenales 1938 3'A'",NULL,"Auckland  ",NULL,NULL,"New Zealand",2003-07-07,Shipped,S24_3191,49,77.05,"1969 Chevrolet Camaro Z28","1969 Z/28 Chevy Camaro 1:24 scale replica. The operating parts of this limited edition 1:24 scale diecast model car 1969 Chevy Camaro Z28- hood, trunk, wheels, streering, suspension and doors- are particularly delicate due to their precise scale and require special care and attention.",4695,50.51,"Attention car enthusiasts: Make your wildest car ownership dreams come true. Whether you are looking for classic muscle cars, dream sports cars or movie-inspired miniatures, you will find great choices in this category. These replicas feature superb attention to detail and craftsmanship and offer features such as working steering system, opening forward compartment, opening rear trunk with removable spare wheel, 4-wheel independent spring suspension, and so on. The models range in size from 1:10 to 1:24 scale and include numerous limited edition and several out-of-production vehicles. All models include a certificate of authenticity from their manufacturers and come fully assembled and ready for display in the home or office."
"Kelly's Gift Shop",Tony,Snowden,"+64 9 5555500","Arenales 1938 3'A'",NULL,"Auckland  ",NULL,NULL,"New Zealand",2003-07-07,Shipped,S24_3432,21,99.58,"2002 Chevy Corvette","The operating parts of this limited edition Diecast 2002 Chevy Corvette 50th Anniversary Pace car Limited Edition are particularly delicate due to their precise scale and require special care and attention. Features rotating wheels, poseable streering, opening doors and trunk.",9446,62.11,"Attention car enthusiasts: Make your wildest car ownership dreams come true. Whether you are looking for classic muscle cars, dream sports cars or movie-inspired miniatures, you will find great choices in this category. These replicas feature superb attention to detail and craftsmanship and offer features such as working steering system, opening forward compartment, opening rear trunk with removable spare wheel, 4-wheel independent spring suspension, and so on. The models range in size from 1:10 to 1:24 scale and include numerous limited edition and several out-of-production vehicles. All models include a certificate of authenticity from their manufacturers and come fully assembled and ready for display in the home or office."
"Kelly's Gift Shop",Tony,Snowden,"+64 9 5555500","Arenales 1938 3'A'",NULL,"Auckland  ",NULL,NULL,"New Zealand",2003-07-07,Shipped,S24_3969,29,32.82,"1936 Mercedes Benz 500k Roadster","This model features grille-mounted chrome horn, lift-up louvered hood, fold-down rumble seat, working steering system and rubber wheels. Color black.",2081,21.75,"Our Vintage Car models realistically portray automobiles produced from the early 1900s through the 1940s. Materials used include Bakelite, diecast, plastic and wood. Most of the replicas are in the 1:18 and 1:24 scale sizes, which provide the optimum in detail and accuracy. Prices range from $30.00 up to $180.00 for some special limited edition replicas. All models include a certificate of authenticity from their manufacturers and come fully assembled and ready for display in the home or office."
"Kelly's Gift Shop",Tony,Snowden,"+64 9 5555500","Arenales 1938 3'A'",NULL,"Auckland  ",NULL,NULL,"New Zealand",2003-11-11,Cancelled,S18_2581,24,82.79,"P-51-D Mustang","Has retractable wheels and comes with a stand",992,49,"Unique, diecast airplane and helicopter replicas suitable for collections, as well as home, office or classroom decorations. Models contain stunning details such as official logos and insignias, rotating jet engines and propellers, retractable wheels, and so on. Most come fully assembled and with a certificate of authenticity from their manufacturers."
"Kelly's Gift Shop",Tony,Snowden,"+64 9 5555500","Arenales 1938 3'A'",NULL,"Auckland  ",NULL,NULL,"New Zealand",2003-11-11,Cancelled,S24_1785,47,105.04,"1928 British Royal Navy Airplane","Official logos and insignias",3627,66.74,"Unique, diecast airplane and helicopter replicas suitable for collections, as well as home, office or classroom decorations. Models contain stunning details such as official logos and insignias, rotating jet engines and propellers, retractable wheels, and so on. Most come fully assembled and with a certificate of authenticity from their manufacturers."
"Kelly's Gift Shop",Tony,Snowden,"+64 9 5555500","Arenales 1938 3'A'",NULL,"Auckland  ",NULL,NULL,"New Zealand",2003-11-11,Cancelled,S24_4278,27,66.65,"1900s Vintage Tri-Plane","Hand crafted diecast-like metal Triplane is Re-created in about 1:24 scale of antique pioneer airplane. This antique style metal triplane is all hand-assembled with many different parts.",2756,36.23,"Unique, diecast airplane and helicopter replicas suitable for collections, as well as home, office or classroom decorations. Models contain stunning details such as official logos and insignias, rotating jet engines and propellers, retractable wheels, and so on. Most come fully assembled and with a certificate of authenticity from their manufacturers."
"Kelly's Gift Shop",Tony,Snowden,"+64 9 5555500","Arenales 1938 3'A'",NULL,"Auckland  ",NULL,NULL,"New Zealand",2003-11-11,Cancelled,S32_1374,45,86.9,"1997 BMW F650 ST","Features official die-struck logos and baked enamel finish. Comes with stand.",178,66.92,"Our motorcycles are state of the art replicas of classic as well as contemporary motorcycle legends such as Harley Davidson, Ducati and Vespa. Models contain stunning details such as official logos, rotating wheels, working kickstand, front suspension, gear-shift lever, footbrake lever, and drive chain. Materials used include diecast and plastic. The models range in size from 1:10 to 1:50 scale and include numerous limited edition and several out-of-production vehicles. All models come fully assembled and ready for display in the home or office. Most include a certificate of authenticity."
"Kelly's Gift Shop",Tony,Snowden,"+64 9 5555500","Arenales 1938 3'A'",NULL,"Auckland  ",NULL,NULL,"New Zealand",2003-11-11,Cancelled,S32_4289,24,63.97,"1928 Ford Phaeton Deluxe","This model features grille-mounted chrome horn, lift-up louvered hood, fold-down rumble seat, working steering system",136,33.02,"Our Vintage Car models realistically portray automobiles produced from the early 1900s through the 1940s. Materials used include Bakelite, diecast, plastic and wood. Most of the replicas are in the 1:18 and 1:24 scale sizes, which provide the optimum in detail and accuracy. Prices range from $30.00 up to $180.00 for some special limited edition replicas. All models include a certificate of authenticity from their manufacturers and come fully assembled and ready for display in the home or office."
"Kelly's Gift Shop",Tony,Snowden,"+64 9 5555500","Arenales 1938 3'A'",NULL,"Auckland  ",NULL,NULL,"New Zealand",2003-11-11,Cancelled,S50_1341,34,43.2,"1930 Buick Marquette Phaeton","Features opening trunk,  working steering system",7062,27.06,"Our Vintage Car models realistically portray automobiles produced from the early 1900s through the 1940s. Materials used include Bakelite, diecast, plastic and wood. Most of the replicas are in the 1:18 and 1:24 scale sizes, which provide the optimum in detail and accuracy. Prices range from $30.00 up to $180.00 for some special limited edition replicas. All models include a certificate of authenticity from their manufacturers and come fully assembled and ready for display in the home or office."
"Kelly's Gift Shop",Tony,Snowden,"+64 9 5555500","Arenales 1938 3'A'",NULL,"Auckland  ",NULL,NULL,"New Zealand",2003-11-11,Cancelled,S700_1691,23,75.81,"American Airlines: B767-300","Exact replia with official logos and insignias and retractable wheels",5841,51.15,"Unique, diecast airplane and helicopter replicas suitable for collections, as well as home, office or classroom decorations. Models contain stunning details such as official logos and insignias, rotating jet engines and propellers, retractable wheels, and so on. Most come fully assembled and with a certificate of authenticity from their manufacturers."
"Kelly's Gift Shop",Tony,Snowden,"+64 9 5555500","Arenales 1938 3'A'",NULL,"Auckland  ",NULL,NULL,"New Zealand",2003-11-11,Cancelled,S700_2834,25,98.48,"ATA: B757-300","Exact replia with official logos and insignias and retractable wheels",7106,59.33,"Unique, diecast airplane and helicopter replicas suitable for collections, as well as home, office or classroom decorations. Models contain stunning details such as official logos and insignias, rotating jet engines and propellers, retractable wheels, and so on. Most come fully assembled and with a certificate of authenticity from their manufacturers."
"Kelly's Gift Shop",Tony,Snowden,"+64 9 5555500","Arenales 1938 3'A'",NULL,"Auckland  ",NULL,NULL,"New Zealand",2003-11-11,Cancelled,S700_3167,39,80,"F/A 18 Hornet 1/72","10"" Wingspan with retractable landing gears.Comes with pilot",551,54.4,"Unique, diecast airplane and helicopter replicas suitable for collections, as well as home, office or classroom decorations. Models contain stunning details such as official logos and insignias, rotating jet engines and propellers, retractable wheels, and so on. Most come fully assembled and with a certificate of authenticity from their manufacturers."
"Kelly's Gift Shop",Tony,Snowden,"+64 9 5555500","Arenales 1938 3'A'",NULL,"Auckland  ",NULL,NULL,"New Zealand",2004-12-16,Shipped,S18_1662,50,126.15,"1980s Black Hawk Helicopter","1:18 scale replica of actual Army's UH-60L BLACK HAWK Helicopter. 100% hand-assembled. Features rotating rotor blades, propeller blades and rubber wheels.",5330,77.27,"Unique, diecast airplane and helicopter replicas suitable for collections, as well as home, office or classroom decorations. Models contain stunning details such as official logos and insignias, rotating jet engines and propellers, retractable wheels, and so on. Most come fully assembled and with a certificate of authenticity from their manufacturers."
"Kelly's Gift Shop",Tony,Snowden,"+64 9 5555500","Arenales 1938 3'A'",NULL,"Auckland  ",NULL,NULL,"New Zealand",2004-12-16,Shipped,S18_2581,41,68.43,"P-51-D Mustang","Has retractable wheels and comes with a stand",992,49,"Unique, diecast airplane and helicopter replicas suitable for collections, as well as home, office or classroom decorations. Models contain stunning details such as official logos and insignias, rotating jet engines and propellers, retractable wheels, and so on. Most come fully assembled and with a certificate of authenticity from their manufacturers."
"Kelly's Gift Shop",Tony,Snowden,"+64 9 5555500","Arenales 1938 3'A'",NULL,"Auckland  ",NULL,NULL,"New Zealand",2004-12-16,Shipped,S18_3029,46,71.4,"1999 Yamaha Speed Boat","Exact replica. Wood and Metal. Many extras including rigging, long boats, pilot house, anchors, etc. Comes with three masts, all square-rigged.",4259,51.61,"The perfect holiday or anniversary gift for executives, clients, friends, and family. These handcrafted model ships are unique, stunning works of art that will be treasured for generations! They come fully assembled and ready for display in the home or office. We guarantee the highest quality, and best value."
"Kelly's Gift Shop",Tony,Snowden,"+64 9 5555500","Arenales 1938 3'A'",NULL,"Auckland  ",NULL,NULL,"New Zealand",2004-12-16,Shipped,S18_3140,29,122.93,"1903 Ford Model A","Features opening trunk,  working steering system",3913,68.3,"Our Vintage Car models realistically portray automobiles produced from the early 1900s through the 1940s. Materials used include Bakelite, diecast, plastic and wood. Most of the replicas are in the 1:18 and 1:24 scale sizes, which provide the optimum in detail and accuracy. Prices range from $30.00 up to $180.00 for some special limited edition replicas. All models include a certificate of authenticity from their manufacturers and come fully assembled and ready for display in the home or office."
"Kelly's Gift Shop",Tony,Snowden,"+64 9 5555500","Arenales 1938 3'A'",NULL,"Auckland  ",NULL,NULL,"New Zealand",2004-12-16,Shipped,S18_3259,29,94.79,"Collectable Wooden Train","Hand crafted wooden toy train set is in about 1:18 scale, 25 inches in total length including 2 additional carts, of actual vintage train. This antique style wooden toy train model set is all hand-assembled with 100% wood.",6450,67.56,"Model trains are a rewarding hobby for enthusiasts of all ages. Whether you're looking for collectible wooden trains, electric streetcars or locomotives, you'll find a number of great choices for any budget within this category. The interactive aspect of trains makes toy trains perfect for young children. The wooden train sets are ideal for children under the age of 5."
"Kelly's Gift Shop",Tony,Snowden,"+64 9 5555500","Arenales 1938 3'A'",NULL,"Auckland  ",NULL,NULL,"New Zealand",2004-12-16,Shipped,S18_3856,40,101.64,"1941 Chevrolet Special Deluxe Cabriolet","Features opening hood, opening doors, opening trunk, wide white wall tires, front door arm rests, working steering system, leather upholstery. Color black.",2378,64.58,"Our Vintage Car models realistically portray automobiles produced from the early 1900s through the 1940s. Materials used include Bakelite, diecast, plastic and wood. Most of the replicas are in the 1:18 and 1:24 scale sizes, which provide the optimum in detail and accuracy. Prices range from $30.00 up to $180.00 for some special limited edition replicas. All models include a certificate of authenticity from their manufacturers and come fully assembled and ready for display in the home or office."
"Kelly's Gift Shop",Tony,Snowden,"+64 9 5555500","Arenales 1938 3'A'",NULL,"Auckland  ",NULL,NULL,"New Zealand",2004-12-16,Shipped,S18_4522,40,76.36,"1904 Buick Runabout","Features opening trunk,  working steering system",8290,52.66,"Our Vintage Car models realistically portray automobiles produced from the early 1900s through the 1940s. Materials used include Bakelite, diecast, plastic and wood. Most of the replicas are in the 1:18 and 1:24 scale sizes, which provide the optimum in detail and accuracy. Prices range from $30.00 up to $180.00 for some special limited edition replicas. All models include a certificate of authenticity from their manufacturers and come fully assembled and ready for display in the home or office."
"Kelly's Gift Shop",Tony,Snowden,"+64 9 5555500","Arenales 1938 3'A'",NULL,"Auckland  ",NULL,NULL,"New Zealand",2004-12-16,Shipped,S24_1785,22,106.14,"1928 British Royal Navy Airplane","Official logos and insignias",3627,66.74,"Unique, diecast airplane and helicopter replicas suitable for collections, as well as home, office or classroom decorations. Models contain stunning details such as official logos and insignias, rotating jet engines and propellers, retractable wheels, and so on. Most come fully assembled and with a certificate of authenticity from their manufacturers."
"Kelly's Gift Shop",Tony,Snowden,"+64 9 5555500","Arenales 1938 3'A'",NULL,"Auckland  ",NULL,NULL,"New Zealand",2004-12-16,Shipped,S24_2011,31,100.77,"18th century schooner","All wood with canvas sails. Many extras including rigging, long boats, pilot house, anchors, etc. Comes with 4 masts, all square-rigged.",1898,82.34,"The perfect holiday or anniversary gift for executives, clients, friends, and family. These handcrafted model ships are unique, stunning works of art that will be treasured for generations! They come fully assembled and ready for display in the home or office. We guarantee the highest quality, and best value."
"Kelly's Gift Shop",Tony,Snowden,"+64 9 5555500","Arenales 1938 3'A'",NULL,"Auckland  ",NULL,NULL,"New Zealand",2004-12-16,Shipped,S24_2841,49,55.49,"1900s Vintage Bi-Plane","Hand crafted diecast-like metal bi-plane is re-created in about 1:24 scale of antique pioneer airplane. All hand-assembled with many different parts. Hand-painted in classic yellow and features correct markings of original airplane.",5942,34.25,"Unique, diecast airplane and helicopter replicas suitable for collections, as well as home, office or classroom decorations. Models contain stunning details such as official logos and insignias, rotating jet engines and propellers, retractable wheels, and so on. Most come fully assembled and with a certificate of authenticity from their manufacturers."
"Kelly's Gift Shop",Tony,Snowden,"+64 9 5555500","Arenales 1938 3'A'",NULL,"Auckland  ",NULL,NULL,"New Zealand",2004-12-16,Shipped,S24_3151,36,70.81,"1912 Ford Model T Delivery Wagon","This model features chrome trim and grille, opening hood, opening doors, opening trunk, detailed engine, working steering system. Color white.",9173,46.91,"Our Vintage Car models realistically portray automobiles produced from the early 1900s through the 1940s. Materials used include Bakelite, diecast, plastic and wood. Most of the replicas are in the 1:18 and 1:24 scale sizes, which provide the optimum in detail and accuracy. Prices range from $30.00 up to $180.00 for some special limited edition replicas. All models include a certificate of authenticity from their manufacturers and come fully assembled and ready for display in the home or office."
"Kelly's Gift Shop",Tony,Snowden,"+64 9 5555500","Arenales 1938 3'A'",NULL,"Auckland  ",NULL,NULL,"New Zealand",2004-12-16,Shipped,S24_3816,22,78.83,"1940 Ford Delivery Sedan","Chrome Trim, Chrome Grille, Opening Hood, Opening Doors, Opening Trunk, Detailed Engine, Working Steering System. Color black.",6621,48.64,"Our Vintage Car models realistically portray automobiles produced from the early 1900s through the 1940s. Materials used include Bakelite, diecast, plastic and wood. Most of the replicas are in the 1:18 and 1:24 scale sizes, which provide the optimum in detail and accuracy. Prices range from $30.00 up to $180.00 for some special limited edition replicas. All models include a certificate of authenticity from their manufacturers and come fully assembled and ready for display in the home or office."
"Kelly's Gift Shop",Tony,Snowden,"+64 9 5555500","Arenales 1938 3'A'",NULL,"Auckland  ",NULL,NULL,"New Zealand",2004-12-16,Shipped,S700_1138,32,64.67,"The Schooner Bluenose","All wood with canvas sails. Measures 31 1/2 inches in Length, 22 inches High and 4 3/4 inches Wide. Many extras.
The schooner Bluenose was built in Nova Scotia in 1921 to fish the rough waters off the coast of Newfoundland. Because of the Bluenose racing prowess she became the pride of all Canadians. Still featured on stamps and the Canadian dime, the Bluenose was lost off Haiti in 1946.",1897,34,"The perfect holiday or anniversary gift for executives, clients, friends, and family. These handcrafted model ships are unique, stunning works of art that will be treasured for generations! They come fully assembled and ready for display in the home or office. We guarantee the highest quality, and best value."
"Kelly's Gift Shop",Tony,Snowden,"+64 9 5555500","Arenales 1938 3'A'",NULL,"Auckland  ",NULL,NULL,"New Zealand",2004-12-16,Shipped,S700_1938,26,86.61,"The Mayflower","Measures 31 1/2 inches Long x 25 1/2 inches High x 10 5/8 inches Wide
All wood with canvas sail. Extras include long boats, rigging, ladders, railing, anchors, side cannons, hand painted, etc.",737,43.3,"The perfect holiday or anniversary gift for executives, clients, friends, and family. These handcrafted model ships are unique, stunning works of art that will be treasured for generations! They come fully assembled and ready for display in the home or office. We guarantee the highest quality, and best value."
